profile_gender,profile_age,work_country,work_province,profile_studies_level,profile_studies_level_state,profile_career,profile_university,work_role,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,profile_sexual_orientation,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_extra_benefits,company_best_companies_city
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,QA / Tester,91000,73000,,3,2,No,No recibo bono,Uno,15,6,Heterosexual,,51-100,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Informática,UADE - Universidad Argentina De la Empresa,Technical Leader,212500,,,3,2,Un sueldo,Mix de las anteriores,Dos,22,3,Heterosexual,,201-500,Producto basado en Software,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UADE - Universidad Argentina De la Empresa,Developer,185400,128690,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,101-200,Otras industrias,Horarios flexibles,
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,Sistemas de Información,,Technical Leader,142600,114428,,2,2,De uno a tres sueldos,Mix de las anteriores,No,0,0,Heterosexual,,10001+,Otras industrias,"Abono de celular, Capacitaciones y/o cursos",
Hombre,19,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Análisis de Sistemas,UNGS - Universidad Nacional de General Sarmiento,SysAdmin / DevOps / SRE,110500,90600,,4,3,No,No recibo bono,Uno,17,7,Heterosexual,Sí,101-200,Producto basado en Software,"Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,34,Argentina,Córdoba,Secundario,Completado,,,Data Scientist / Data Engineer,85000,71000,,3,3,No,No recibo bono,Dos,15,6,Heterosexual,,Nov-50,Producto basado en Software,Clases de idiomas,Mercado Libre
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Tecnicatura Superior en Sistemas Informáticos,Teclab,Data Scientist / Data Engineer,35000,35000,,1,1,No,No recibo bono,No,0,0,Heterosexual,No,10001+,Otras industrias,Ninguna de las anteriores,
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Developer,114311,90000,,2,1,No,No recibo bono,No,0,0,Heterosexual,,201-500,Otras industrias,Horarios flexibles,
Mujer,29,Argentina,Córdoba,Doctorado,En curso,Doctorado en Estudios de Género,UNC - Universidad Nacional de Córdoba,BI Analyst / Data Analyst,92000,71000,,2,3,3+ sueldos,Performance de la compañía,Dos,25,7,Heterosexual,Sí,501-1000,Producto basado en Software,"Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), También nos dieron descuentos y un bono para equipamiento den hogar para hacer home office","Mercado Libre, Globant"
Mujer,31,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UNEFA ,QA / Tester,100,83,,3,3,No,No recibo bono,Uno,9,3,Heterosexual,,51-100,Otras industrias,"Capacitaciones y/o cursos, Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,36,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Lic en RRLL,UNLaM - Universidad Nacional de La Matanza,Recruiter / HR,65000,54000,,2,2,Menos de un sueldo,cantidad de ingresos,Uno,20,4,Heterosexual,,501-1000,Servicios / Consultoría de Software / Digital,"Clases de gimnasia online, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",
Hombre,50,Argentina,Provincia de Buenos Aires,Universitario,Completado,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,Developer,77000,67000,,2,2,No,No recibo bono,No,0,0,Heterosexual,,501-1000,Otras industrias,Ninguna de las anteriores,
Hombre,30,Argentina,Mendoza,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,QA / Tester,246000,237000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,01-Oct,Producto basado en Software,Vacaciones flexibles (adicionales a las reglamentarias),ninguna
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Ingeniería en Software,UBA - Universidad de Buenos Aires,Developer,136000,100000,,4,3,De uno a tres sueldos,Mix de las anteriores,Uno,10,7,Heterosexual,,10001+,Producto basado en Software,"Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Tecnicatura Superior en Programación,UNLaM - Universidad Nacional de La Matanza,Developer,133888,98500,,2,3,De uno a tres sueldos,Performance grupal,Uno,30,2,Heterosexual,Sí,10001+,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,27,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Data Scientist / Data Engineer,55000,46000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,5001-10000,Producto basado en Software,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,27,Argentina,Córdoba,Universitario,Completado,Ingeniería en Informática,IUA - Instituto Universitario Aeronáutico,SysAdmin / DevOps / SRE,115000,105000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,51-100,Producto basado en Software,Ninguna de las anteriores,"en cordoba las empresas no estan pagando buenos sueldos, es mejor ser freelance siempre y cuando consigas proyectos
Actualmente prefiero poder trabajar para afuera."
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Scrum Master,180000,120000,,3,2,De uno a tres sueldos,Mix de las anteriores,No,0,0,Heterosexual,,1001-2000,Servicios / Consultoría de Software / Digital,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",Tupaca
Hombre,30,Argentina,GBA,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Developer,147000,110000,,3,2,No,No recibo bono,Uno,8,4,Heterosexual,,51-100,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,39,Argentina,Provincia de Buenos Aires,Secundario,Incompleto,,,Developer,480000,,,4,4,No,No recibo bono,No,0,0,¿Qué les importa?,No,Nov-50,Servicios / Consultoría de Software / Digital,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista de Computación,,Developer,400000,360000,,4,4,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Agile Engine y Spark Digital
Mujer,22,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Recursos Humanos,USAL - Universidad del Salvador,Recruiter / HR,60000,49800,,3,3,No,No recibo bono,Uno,15,4,Heterosexual,,Nov-50,Otras industrias,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Profesorado en Informática,CONSUDEC,Developer,137790,98000,,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,10,7,Heterosexual,,2001-5000,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), clases de yoga, clases de meditacion, servicio de consultoría con profecionales (psicologo, abogado, contador etc)",
Mujer,23,Argentina,GBA,Universitario,Completado,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Consultant,37830,39677,,3,3,No,No recibo bono,Dos,6,4,Heterosexual,,5001-10000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,Developer,72000,59000,,2,3,No,No recibo bono,Uno,32,3,Heterosexual,,Nov-50,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Mercadolibre
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,,,Developer,320817,317800,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,46,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Analista de Sistemas,UM - Universidad de Morón,Project Manager,110000,89000,,3,4,No,Performance grupal,No,0,0,Heterosexual,No,201-500,Producto basado en Software,Horarios flexibles,
Hombre,25,Argentina,GBA,Terciario,Incompleto,Analista de Sistemas,Escuela DaVinci,QA / Tester,235000,220000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,1001-2000,Producto basado en Software,Horarios flexibles,Medallia
Hombre,25,Argentina,Córdoba,Universitario,Incompleto,Ingeniería en Software,Universidad Siglo 21,Developer,144000,102000,,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,10,7,Heterosexual,,5001-10000,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)","Mercado Libre, Southworks"
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Licenciatura en Informática,UTN - Universidad Tecnológica Nacional,HelpDesk,118000,92000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,101-200,Producto basado en Software,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",MercadoLibre
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Informática,UNQ - Universidad Nacional de Quilmes,Developer,44500,44300,,2,2,No,No recibo bono,No,0,0,Heterosexual,No,101-200,Otras industrias,Ninguna de las anteriores,"MeLI, Cognizant"
Hombre,34,Argentina,Córdoba,Universitario,En curso,Ingeniería en Sistemas de Información,Universidad Siglo 21,SysAdmin / DevOps / SRE,130000,105000,,2,2,No,No recibo bono,No,0,0,Heterosexual,No,51-100,Otras industrias,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Psicología ,UBA - Universidad de Buenos Aires,QA / Tester,50500,42000,,1,1,No,No recibo bono,Uno,20,5,Pansexual ,No,51-100,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Hombre,38,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,UBA - Universidad de Buenos Aires,SysAdmin / DevOps / SRE,1300000,1300000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,51-100,Producto basado en Software,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,27,Argentina,Córdoba,Universitario,Incompleto,,,SysAdmin / DevOps / SRE,183000,126000,,3,2,No,No recibo bono,No,30,2,Heterosexual,,01-Oct,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Viáticos",
Hombre,44,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,211000,165000,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,20,3,Heterosexual,,2001-5000,Producto basado en Software,"Abono de celular, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados","mercadolibre,medallia,"
Mujer,35,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Tecnicatura en Programación,UNSAM - Universidad de San Martín,Project Manager,131000,101000,,4,3,De uno a tres sueldos,Mix de las anteriores,Dos,18,6,Heterosexual,,Nov-50,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, viajes",
Mujer,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,73842,,,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,13,5,,,51-100,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Analista de Sistemas,ESBA - Escuela Superior Buenos Aires,BI Analyst / Data Analyst,85000,72000,,2,2,No,No recibo bono,Uno,17,4,Heterosexual,,5001-10000,Otras industrias,"Capacitaciones y/o cursos, Clases de idiomas",
Mujer,49,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista de Sistemas,Universitas,Analista Funcional,45000,36000,,3,3,No,No recibo bono,No,0,0,Heterosexual,No,501-1000,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,SAP
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista de Sistemas,UK - Universidad Kennedy,Technical Leader,200000,150000,,2,1,No,No recibo bono,Uno,30,3,Heterosexual,No,201-500,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, Home office permanente",
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista Programador,Escuela Superior de Comercio Urquiza N° 42 - Rosario,Developer,89000,73000,,3,3,Menos de un sueldo,Mix de las anteriores,Uno,24,4,Heterosexual,No,1001-2000,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Sueldo divido en dos pagos por mes","IBM, Mercado Libre, Accenture"
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Tecnicatura Superior en Sistemas Informáticos,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,HelpDesk,82000,69000,,4,2,No,No recibo bono,No,0,2,Heterosexual,,1001-2000,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,31,Argentina,Misiones,Universitario,Incompleto,Licenciatura en Sistemas de Información,UNaM - Universidad Nacional de Misiones,Developer,35000,30108,,2,2,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Producto basado en Software,Ninguna de las anteriores,
Hombre,37,Argentina,Tucumán,Terciario,Incompleto,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,HelpDesk,29500,24000,,2,2,No,No recibo bono,No,0,1,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,60000,50000,,2,2,No,No recibo bono,Dos,13,5,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,47,Argentina,Provincia de Buenos Aires,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Developer,380000,380000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,01-Oct,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
